model,img_path,target,model_answ,question,is_num
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_290.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_290.jpg,CAT AND DOG,33,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_290.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_290.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_290.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,100,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_291.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_292.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_293.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_294.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,40,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_295.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,40,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,45,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,75,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_296.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,10,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_297.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_298.jpg,CAT AND DOG,90,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_299.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,40,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,30,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_3.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,100,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,95,How much do you think that on the image a DOG?,1
ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,50,How much do you think that on the image a DOG?,1
gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,0,How much do you think that on the image a DOG?,1
gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_30.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,20,How much do you think that on the image a DOG?,1
mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,80,How much do you think that on the image a DOG?,1
qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,60,How much do you think that on the image a DOG?,1
mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_and_dog\cat_and_dog_300.jpg,CAT AND DOG,70,How much do you think that on the image a DOG?,1
